place,title,time,pay,date
부산 부산진,TGIF 서면점,10:00~21:00,"시급8,720",7시간전
부산 부산진,TGIF 서면점,10:00~21:00,"시급8,720",12/20
경기 수원시,TGIF 수원롯데몰점,17:00~22:30,"시급8,590",12/13
경기 파주시,TGI FRIDAYS 파주아울렛점,18:00~23:00,"시급8,590",12/13
경기 파주시,TGI FRIDAYS 파주아울렛점,18:00~23:00,"시급8,590",12/11
경기 수원시,TGIF 수원롯데몰점,17:00~22:30,"시급8,590",12/10
대전 서구,TGIF 롯데대전점,07:00~09:00,"시급8,590",12/09
대전 서구,TGIF 롯데대전점,시간협의,"시급8,590",12/09
