place,title,time,pay,date
서울 강동구,슈펜 슈펜 송파점,09:00~18:00,"월급1,900,000",12/19
서울 송파구,슈펜 슈펜 송파점,09:00~18:00,"월급1,900,000",12/19
경기 성남시,슈펜 슈펜 송파점,09:00~18:00,"월급1,900,000",12/19
서울 광진구,슈펜 강남 점프밀라노점,09:00~18:00,"월급1,900,000",12/19
서울 관악구,슈펜 강남 점프밀라노점,09:00~18:00,"월급1,900,000",12/19
서울 강남구,슈펜 강남 점프밀라노점,09:00~18:00,"월급1,900,000",12/19
서울 구로구,슈펜 용산 아이파크몰점,09:00~18:00,"월급1,900,000",12/19
서울 관악구,슈펜 용산 아이파크몰점,09:00~18:00,"월급1,900,000",12/19
서울 용산구,슈펜 용산 아이파크몰점,09:00~18:00,"월급1,900,000",12/19
