place,title,time,pay,date
서울 양천구,(주)러쉬코리아 현대목동점,14:00~20:00,"시급10,350",6시간전
경기 하남시,스타필드하남 1층 러쉬,13:00~22:00,"시급10,350",9시간전
경기 부천시,(주)러쉬코리아,시간협의,"시급10,350",12/19
경기 성남시,러쉬 AK분당(서현),12:00~21:00,"시급10,350",12/16
서울 영등포,(주)러쉬코리아 여의도IFC몰,10:00~22:00,"시급10,350",12/08
